Language_ID,Text_ID,Sentence_Number,ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Phrase_Number,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en,OTC_ID,LGR_Conformance,Abbreviations
ende1246a,04,23,ende1246aa-04-we-sn021-bendanipa2007-4-6,"Bam ngäna ullowae angnonggan, bongo llɨg kälsäre da yaralle ngämo peyang.""",bam	ngäna	ullowae	a-ngnongg-an	bongo	llɨg	kälsäre=da	y-a-r-alle	ngämo=peyang,2SG.ACC	1SG.NOM	fast	REC-think_of-REC.1SG.S	2SG.NOM	boy	small=NOM	VEN-RT_EXT-go-REC.2SG.S	1SG.POSS=COM,"""I was thinking of you, you small boy who came with me.""",pron.	pron.	adj.	vt.	pron.	n.	adj.	n. cl.	vi.	pron.	n. cl.,6,							da-nom			peyang-com,,bam	ngäna	ullowae	a-ngonongg-an	bongo	llɨg	kälsäre=da	i-a-ibi-alle	ngämo=peyang,,"""I was thinking of you, you small boy who came with me.""",2.sg.acc	1.sg.nom	fast	think.rec.1|3sgS	2.sg.nom	boy	small		go.rec.ven.2sgS	1.sg.poss	,,a72b861c-cc16-4c8d-8f99-f6a24a466935,	1		2				1	112		,,,pers. pron. 2 sg acc	pers. pron.	adv.	v.:Any-vi.  (III)-v.:TAM+Agent	pers. pron.	n.	mod.	n. cl.	v.:Patient-v.:Patient-vi.-v.:Any	pers. pron.	n. cl.,pron.	pron.	adj.	vt.	pron.	n.	adj.	n. cl.	vi.	pron.	n. cl.,4.6,,"Bam ngäna ullowae angnonggan, bongo llɨg kälsäre da yaralle ngämo peyang."" ",,ende1246aa,WORD_ALIGNED,"{""SG"": ""singular "", ""ACC"": ""accusative"", ""NOM"": ""nominative"", ""REC"": ""recent past"", ""VEN"": ""ventive"", ""RT_EXT"": ""root extension"", ""POSS"": ""possessive"", ""COM"": ""comitative""}"
ende1246a,04,24,ende1246aa-04-we-sn021-bendanipa2007-5-1,"Ngämi mängamängall gogllaeya gall tapma we, gall de dowansegeya ede ma we ada deyareya Imanuel ngämaene ddia koenmällatt eka de ma me dɨllɨtnän mägda bälle, oblle kiliang daeya ngämaene ttoen llɨtɨt a.",ngämi	mänga~mängall	g-o-gllae-eya	gall	tap=ma=we	gall=de	d-o-wanseg-eya	ede	ma=we	ada	d-ey-a-r-eya	Imanuel	ngämaene	ddia	koenmäll=att	eka=de	ma=me	d-ɨ-llɨt-n-än	mäg=da=bälle	oblle	kili=ang	da=eya	ngämaene	ttoen	llɨt~ɨt=a,1NSG.EXCL.NOM	ADV~strength	REM-RT_EXT-paddle-REM.1DU.S	canoe	dock=CHAR=ALL	canoe=ACC	REM-3NDU.P-put-REM.1NSG.A	so	house=ALL	like_this	REM-DU.S-RT_EXT-go-REM.1DU.S	Imanuel	1NSG.EXCL.ABL.POSS	deer	chase=PP	story=ACC	house=LOC	REM-3NDU.P-tell-IPFV-REM.3SG.A	mother=CL_POSS.KIN=3SG.DAT	3SG.DAT	joy=ATR	MED.DEM=COP.PST.SG	1NSG.EXCL.ABL.POSS	story	tell~INF=NOM,"We quickly paddled back to the canoe place and went home, and Imanuel told our story for his mother. She was happy when our story finished.",pron.	adv.	vt.	n.	n.	cl.	n. cl.	n.	n. cl.	vt.	conj.	n.	n. cl.	adv.	vi.	pn.	pers. pron.	n.	adj.	ptcp.	n.	n. cl.	n.	n. cl.	vt.	kin.	n. cl.	pron. cl.	pron.	adj.	cl.	cop.	v. cl.	pers. pron.	n.	v.	n. cl.,1,						we-all		de-acc				we-all									de-acc		me-loc				balle-3sg-dat									a-nom,,ngämi	mängallmängall	g-o-gllae-eya	gall	tap=ma=e	gall=de	d-ä-wanseg-eya	ede	ma=e	ada	d-y-a-ibi-eya	Imanuel	ngämaene	ddia	koenmäll=att	eka=de	ma=me	d-ä-llɨtɨt-ne-än	mäg=da=bälle	oblle	kili=ang	da=aeya	ngämaene	ttoen	llɨtɨt~RED=da,,"We quickly paddled back to the canoe place and went home, and Imanuel told our story for his mother. She was happy when our story finished.",1.excl.nsg.nom	quickly	paddle	canoe	dock=CHAR			canoe		leave.alone.rem.1|2nsgA>3sgP	so	house		like this	go.rem.1|2duS	Imanuel	1.excl.nsg.abl.poss	deer	chase=PP		story		house		tell.rem.npfv.3sgA>3sgP	mother=cl.poss.kin			3.sg.dat	joy-atr		cop.pst.sgS		1.excl.nsg.abl.poss	story	tell	,,7d4114d0-2414-41d7-85c3-56545df105db,		1		1		1			1			1		12										11		2					4				1	1,,,pers. pron.	???>adv.n.	v.:TM + Patient-vi.:Any-vt.  (I)-v.:Any	n.	covt.	cl.	n. cl.	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (irr)-v.:Any	subr.	n.	n. cl.	m. dem	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:Any	pn.	pers. pron.	n.	vt.	ptcp.	n.	n. cl.	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:(Aspect)-vt.:Any	kin.	n. cl.	pron. cl.	pers. pron.	n.	cl.	nom. dem.	v. cl.	pers. pron.	n.	vt.  (I)v.:Any	n. cl.,pron.	adv.	vt.	n.	n.	cl.	n. cl.	n.	n. cl.	vt.	conj.	n.	n. cl.	adv.	vi.	pn.	pers. pron.	n.	adj.	ptcp.	n.	n. cl.	n.	n. cl.	vt.	kin.	n. cl.	pron. cl.	pron.	adj.	cl.	cop.	v. cl.	pers. pron.	n.	v.	n. cl.,5.1,,"Ngämi mängamängall gogllaeya gall tapma we, gall de dowansegeya ede ma we ada deyareya Imanuel ngämaene ddia koenmällatt eka de ma me dɨllɨtnän mägda bälle, oblle kiliang daeya ngämaene ttoen llɨtɨt a. ",																																+fr. var. of			+***	,ende1246aa,WORD_ALIGNED,"{""NSG"": ""nonsingular"", ""EXCL"": ""exclusive"", ""NOM"": ""nominative"", ""ADV"": ""adverb"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""DU"": ""dual"", ""CHAR"": ""characteristics"", ""ALL"": ""allative"", ""ACC"": ""accusative"", ""NDU"": ""nondual"", ""ABL"": ""ablative"", ""POSS"": ""possessive"", ""PP"": ""past participle"", ""LOC"": ""locative"", ""IPFV"": ""imperfective"", ""SG"": ""singular "", ""CL_POSS"": ""close"", ""KIN"": ""kinship"", ""DAT"": ""dative"", ""ATR"": ""attributive"", ""MED"": ""medial"", ""DEM"": ""demonstrative"", ""COP"": ""copula"", ""PST"": ""past"", ""INF"": ""infinitive""}"
ende1246a,04,25,ende1246aa-04-we-sn021-bendanipa2007-5-2,"Iba umllang da llɨg kälekäle aba ttoen a, ende mäde da walle bangesneyo, mägda bälle mɨnyi ma me bɨllɨtnän obaene ttoen de.",iba	umllang=da	llɨg	käle~käle=aba	ttoen=a	ende	mäde=da=walle	b-a-nges-n-eyo	mäg=da=bälle	mɨnyi	ma=me	b-ɨ-llɨt-n-än	obaene	ttoen=de,1NSG.INCL.POSS	knowledge=NOM	child	NSG~small=3NSG.POSS	story=NOM	what.ACC	father=CL_POSS.KIN=COM	FUT.3A-RT_EXT-do-IPFV-FUT.NSG.A	mother=CL_POSS.KIN=3SG.DAT	FUT	house=LOC	FUT.3A-3NDU.P-tell-IPFV-REM.3SG.A	3NSG.ABL.POSS	story=ACC,We know that young children like to tell stories to the mothers at home about what they do with their fathers.,pron.	n.	n. cl.	n.	adj.	pron. cl.	n.	n. cl.	int. pron.	n.	n. cl.	n. cl.	vt.	kin.	n. cl.	pron. cl.	TAM ptcl.	n.	n. cl.	vt.	pers. pron.	n.	n. cl.,2,		da-nom			aba-3nsg-poss		a-nom			da-cl-poss-kin	walle-com				balle-3sg-dat			me-loc				de-acc,,iba	umllang=da	llɨg	RED~kälae=aba	ttoen=da	ende	mäda=da=alle	b-a-ngasnges-ne-eyo	mäg=da=bälle	mɨnyi	ma=me	b-ä-llɨtɨt-ne-än	obaene	ttoen=de,,We know that young children like to tell stories to the mothers at home about what they do with their fathers.,1.incl.nsg.poss	knowledge		child	small.nsg		story		what	father			do.fut.npfv.3nsgA>sgP	mother=cl.poss.kin			FUT	house		tell.fut.npfv.3sgA>3sgP	3.nsg.abl.poss	story	,,d76d49d7-cec2-46ac-a44f-ced96085e541,		1		5			1			2	1	1		2					11			,,,pers. pron.	n.	n. cl.	kin.	Inflects any categorymod.	pron. cl.	n.	n. cl.	int. pron.	kin.	n. cl.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:(Aspect)-v.:TAM+Agent	kin.	n. cl.	pron. cl.	TAM ptcl.	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:(Aspect)-vt.:Any	pers. pron.	n.	n. cl.,pron.	n.	n. cl.	n.	adj.	pron. cl.	n.	n. cl.	int. pron.	n.	n. cl.	n. cl.	vt.	kin.	n. cl.	pron. cl.	TAM ptcl.	n.	n. cl.	vt.	pers. pron.	n.	n. cl.,5.2,,"Iba umllang da llɨg kälekäle aba ttoen a, ende mäde da walle bangesneyo, mägda bälle mɨnyi ma me bɨllɨtnän obaene ttoen de.",				+***					+sp. var. of													,ende1246aa,WORD_ALIGNED,"{""NSG"": ""nonsingular"", ""INCL"": ""inclusive"", ""POSS"": ""possessive"", ""NOM"": ""nominative"", ""ACC"": ""accusative"", ""CL_POSS"": ""close"", ""KIN"": ""kinship"", ""COM"": ""comitative"", ""FUT"": ""future"", ""RT_EXT"": ""root extension"", ""IPFV"": ""imperfective"", ""SG"": ""singular "", ""DAT"": ""dative"", ""LOC"": ""locative"", ""NDU"": ""nondual"", ""REM"": ""remote past"", ""ABL"": ""ablative""}"
ende1246a,05,1,ende1246aa-05-we-sn011-kurupel2007-1-1,"Ttongo ebdo me, angde toto gognän, ngäna iddob kanyekanye we gotäba Minkom me.",ttongo	ebdo=me	angde	toto	g-o-g-n-än	ngäna	iddob	kanye~kanye=we	g-o-täba	Minkom=me,one	day=LOC	when	evening	REM-RT_EXT-AUX-IPFV-REM.3SG.S	1SG.NOM	night	INF~move_around=ALL	REM-RT_EXT-plan	toponym=LOC,"One day, when evening was coming, I planned to go night hunting to Minkom point.",indefinite article	n.	n. cl.	conj.	n.	aux.	pron.	n.	n.	n. cl.	vi.	pn.	n. cl.,1,		me-loc							we-all			me-loc,,ttongo	ebdo=me	angde	toto	g-o-g-ne-än	ngäna	iddob	RED~kanye=e	g-o-täbatäbe	Minkom=me,,"One day, when evening was coming, I planned to go night hunting to Minkom point.",one	day		when	evening	aux.rem.npfv.3sgS	1.sg.nom	night	hunting		plan.rem.1|2sgS	toponym	,,c7d4c1a7-d36c-430a-b48a-810a3de32056,1				1		1		3	1			,,,num.	n.	n. cl.	adv.	n.	v.:TM + Patient-vi.:Any-aux.-v.:(Aspect)-v.:TAM+Agent	pers. pron.	n.	v.:Anycovi.	n. cl.	v.:TM + Patient-vi.:Any-vi.  (I)	pn.	n. cl.,indefinite article	n.	n. cl.	conj.	n.	aux.	pron.	n.	n.	n. cl.	vi.	pn.	n. cl.,1.1,,"Ttongo ebdo me, angde toto gognän, ngäna iddob kanyekanye we gotäba Minkom me. ",								+***				,ende1246aa,WORD_ALIGNED,"{""LOC"": ""locative"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""AUX"": ""auxiliary"", ""IPFV"": ""imperfective"", ""SG"": ""singular "", ""NOM"": ""nominative"", ""INF"": ""infinitive"", ""ALL"": ""allative""}"
ende1246a,05,2,ende1246aa-05-we-sn011-kurupel2007-1-2,Ngäna ngämo bägäl a wa toboll a ada tos a mermer danserbeneg.,ngäna	ngämo	bägäl=a	wa	toboll=a	ada	tos=a	mer~mer	d-a-nserbe-neg,1SG.NOM	1SG.POSS	bow=ACC.CONJ	and	spear=ACC.CONJ	like_this	torch=ACC.CONJ	ADV~good	REM-RT_EXT-prepare-SG>PL,"I properly prepared my bow, arrows, and torch.",pron.	pron.	n.	n. cl.	conj.	n.	n. cl.	adv.	n.	n. cl.	adv.	vt.,2,			a-acc-conj			a-acc-conj			a-acc-conj		,,ngäna	ngämo	bägäl=da	a	tobäll=da	ada	tos=da	mermer	d-a-särämbae-neg,,"I properly prepared my bow, arrows, and torch.",1.sg.nom	1.sg.poss	bow		and	arrow		like this	torch		properly	prepare.rem.1|2sgA>3plP,,2a9a3d17-bb29-4408-816d-011cccd29efb,1			1			1			1	11	1,,,pers. pron.	pers. pron.	n.	n. cl.	coord.	n.	n. cl.	m. dem	n.	n. cl.	???>adv.mod.	v.:TM + Patient-v.:Patient-vt.  (V)-v.:Plurpersonal,pron.	pron.	n.	n. cl.	conj.	n.	n. cl.	adv.	n.	n. cl.	adv.	vt.,1.2,,Ngäna ngämo bägäl a wa toboll a ada tos a mermer danserbeneg. ,					+dial. var. of						,ende1246aa,WORD_ALIGNED,"{""SG"": ""singular "", ""NOM"": ""nominative"", ""POSS"": ""possessive"", ""ACC"": ""accusative"", ""CONJ"": ""conjoined"", ""ADV"": ""adverb"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""PL"": ""plural""}"
ende1246a,05,3,ende1246aa-05-we-sn011-kurupel2007-1-3,"Ngäna kälakälae gontämon do yäbäd a angde goklawän dam ngäna ibi de gongkam, Eramang e nyongo de dongkollmäll do Togllaema minkom e gog.",ngäna	käla~kälae	g-o-ntämon	do	yäbäd=a	angde	g-o-kla-wän	dam	ngäna	ibi=de	g-o-ngk-am	Eramang=e	nyongo=de	d-o-ngkollmäll	do	Togllaema Minkom=e	g-o-g,1SG.NOM	ADV~small	REM-RT_EXT-wait	to	sun=NOM	when	REM-RT_EXT-set-REM.3SG.S	then	1SG.NOM	go=ACC	REM-RT_EXT-start-IV.NPL	toponym=ALL	road=ACC	REM-3NDU.P-follow	there	toponym=ALL	REM-RT_EXT-AUX,"I waited a little until the sun set, then I started walking, I followed the road to Eramang and arrived? at Togllaema.",pron.	adv.	vi.	prep.	n.	n. cl.	conj.	vi.	adv.	pron.	v.	n. cl.	vi.	pn.	n. cl.	n.	n. cl.	vt.	dem.	pn.	n.	n. cl.	aux.,3,					a-nom						de-acc			e-all		de-acc					e-all	,,ngäna	RED~kälae	g-o-tomon	do	yäbäd=da	angde	g-o-kälakäle-än	dam	ngäna	ibi=de	g-o-kam-am	Eramang=e	nyongo=de	d-ä-kollmäll	do	Togllaema	=e	g-o-g,,"I waited a little until the sun set, then I started walking, I followed the road to Eramang and arrived? at Togllaema.",1.sg.nom	a little	wait.rem.1|2sgS	until	sun		when	set.rem.3sgS	then	1.sg.nom	go		start.rem.1|2sgS	toponym		road		follow.rem.1|2sgA>3sgP	there	toponym	point		aux.rem.1|2sgS,,1b303999-0a67-412b-9630-f602ca275350,1	2		1		1				1	2		12		1			1	1			1	,,,pers. pron.	???>adv.mod.	v.:TM + Patient-vi.:Any-vt.  (II)	prep.	n.	n. cl.	adv.	v.:TM + Patient-vi.:Any-vi.  (I)-v.:TAM+Agent	adv.	pers. pron.	vi.	n. cl.	v.:TM + Patient-vi.:Any-vt.  (IV)-v.:Any	pn.	n. cl.	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.	adv. dem.	pn.		n. cl.	v.:TM + Patient-vi.:Any-aux.,pron.	adv.	vi.	prep.	n.	n. cl.	conj.	vi.	adv.	pron.	v.	n. cl.	vi.	pn.	n. cl.	n.	n. cl.	vt.	dem.	pn.	n.	n. cl.	aux.,1.3,,"Ngäna kälakälae gontämon do yäbäd a angde goklawän dam ngäna ibi de gongkam, Eramang e nyongo de dongkollmäll do Togllaema minkom e gog.",	+der. var. of																					,ende1246aa,WORD_ALIGNED,"{""SG"": ""singular "", ""NOM"": ""nominative"", ""ADV"": ""adverb"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""ACC"": ""accusative"", ""NPL"": ""nonplural"", ""ALL"": ""allative"", ""NDU"": ""nondual"", ""AUX"": ""auxiliary""}"
ende1246a,05,4,ende1246aa-05-we-sn011-kurupel2007-2-1,"Dibaballe gongkäz Tawabo we, mer enddäna ngättäma me godmen, käsre tos de dägazen nyäng ik att de a batri käp de dazer, angde daerängg mermer gogllaeyän.",dibaballe	g-o-ngkäz	Tawabo=we	mer	enddäna	ngättäma=me	g-o-dmen	käsre	tos=de	d-ä-gazen	nyäng	ik=att=de	a	batri	käp=de	d-a-zer	angde	d-a-erängg	mer~mer	g-o-gllae-yän,afterwards	REM-RT_EXT-go_aside	toponym=ALL	good	clearing	place=LOC	REM-RT_EXT-sit	then	torch=ACC	REM-3NDU.P-take_out	basket	inside=ABL=ACC	and	battery	round_thing=ACC	REM-RT_EXT-put_in	when	REM-RT_EXT-test	ADV~good	REM-RT_EXT-shine-REM.3SG.S,"Afterwards, I came out through the side of the swamp, sat down in a good, clear place, then took out the torch from inside my bag, put in the batteries, and when I tested it, it shone properly.",adv.	vi.	pn.	n. cl.	adj.	n.	n.	n. cl.	vi.	adv.	n.	n. cl.	vt.	n.	n.	n. cl.	n. cl.	conj.	n.	shp. mod.	n. cl.	vt.	conj.	vt.	adv.	vi.,1,			we-all				me-loc				de-acc				att-abl	de-acc				de-acc					,,dibaballe	g-o-känz	Tawabo=e	mer	enddäna	ngättäma=me	g-o-dämen	käsre	tos=de	d-ä-gazen	nyäng	ik=att=de	a	batri	käp=de	d-a-zan	angde	d-a-erängg	mermer	g-o-gllae-än,,"Afterwards, I came out through the side of the swamp, sat down in a good, clear place, then took out the torch from inside my bag, put in the batteries, and when I tested it, it shone properly.",afterwards	go.aside.rem.1|2sgS	toponym		good	clearing	place		sit.rem.1|2sgS	then	torch		take.out.rem.1|2sgA>3sgP	bag	inside			and	battery	round.thing		put.in.pl.rem.1|2sgA>3plP	when	test.rem.1|2sgA>3sgP	properly	shine.rem.3sgS,,372eaa30-e3a6-4c15-8c10-3e3f5e5b3b5f,			1	1								1	1						1		1		1	11	2,,,adv. dem.	v.:TM + Patient-vi.:Any-vi.  (irr)	pn.	n. cl.	mod.	n.	n.	n. cl.	v.:TM + Patient-vi.:Any-vi.  (II)	adv.	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (II)	n.	loc.	n. cl.	n. cl.	coord.	n.	property n.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (irr)	adv.	v.:TM + Patient-v.:Patient-vt.  (III)	???>adv.mod.	v.:TM + Patient-vi.:Any-vi.  (I)-v.:TAM+Agent,adv.	vi.	pn.	n. cl.	adj.	n.	n.	n. cl.	vi.	adv.	n.	n. cl.	vt.	n.	n.	n. cl.	n. cl.	conj.	n.	shp. mod.	n. cl.	vt.	conj.	vt.	adv.	vi.,2.1,,"Dibaballe gongkäz Tawabo we, mer enddäna ngättäma me godmen, käsre tos de dägazen nyäng ik att de a batri käp de dazer, angde daerängg mermer gogllaeyän. ",,ende1246aa,WORD_ALIGNED,"{""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""ALL"": ""allative"", ""LOC"": ""locative"", ""ACC"": ""accusative"", ""NDU"": ""nondual"", ""ABL"": ""ablative"", ""ADV"": ""adverb"", ""SG"": ""singular ""}"
ende1246a,05,5,ende1246aa-05-we-sn011-kurupel2007-2-2,"Ako dibaballe, ibi de gongkam do Dubolläplläp, ede gänya ngata me ddäddäg de ddone dangerängg.",ako	dibaballe	ibi=de	g-o-ngk-am	do	Dubolläplläp	ede	gänya	ngata=me	ddäddäg=de	ddone	d-a-ngerängg,then	afterwards	go=ACC	REM-RT_EXT-start-IV.NPL	to	toponym	so	this	spot=LOC	edible animal=ACC	NEG	REM-RT_EXT-encounter,"Then afterwards, I started to walk towards Dubolläplläp, in that spot, I didn't see any animals.",adv.	adv.	v.	n. cl.	vi.	prep.	pn.	conj.	det.	n.	n. cl.	n.	n. cl.	neg. ptcl.	v.,2,			de-acc							me-loc		de-acc		,,ako	dibaballe	ibi=de	g-o-kam-am	do	Dubolläplläp	ede	gänya	ngata=me	ddäddäg=de	ddone	d-a-ngarängg,,"Then afterwards, I started to walk towards Dubolläplläp, in that spot, I didn't see any animals.",then	afterwards	go		start.rem.1|2sgS	to	toponym	so	this	spot		animal		not	meet_someone.rem.1sgA>3sgP,,1d5874f1-8e95-486f-afa3-5a83f7168b59,		2		12	1						1			1,,,disc. ptcl.	adv. dem.	vi.	n. cl.	v.:TM + Patient-vi.:Any-vt.  (IV)-v.:Any	prep.	pn.	subr.	dem.	n.	n. cl.	n.	n. cl.	neg. ptcl.	v.:TM + Patient-v.:Patient-vt.  (III),adv.	adv.	v.	n. cl.	vi.	prep.	pn.	conj.	det.	n.	n. cl.	n.	n. cl.	neg. ptcl.	v.,2.2,,"Ako dibaballe, ibi de gongkam do Dubolläplläp, ede gänya ngata me ddäddäg de ddone dangerängg.",,ende1246aa,WORD_ALIGNED,"{""ACC"": ""accusative"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""NPL"": ""nonplural"", ""LOC"": ""locative"", ""NEG"": ""negation""}"
ende1246a,05,6,ende1246aa-05-we-sn011-kurupel2007-3-1,"Be angde Dubolläplläp alle ibi de gongkam do Ur, tawa we gog, dädme kullkull att me ttongo ddia de tos indrang alle dälläd.",be	angde	Dubolläplläp=alle	ibi=de	g-o-ngk-am	do	Ur	tawa=we	g-o-g	däd=me	kullkull=att=me	ttongo	ddia=de	tos	indrang=alle	d-ä-lläd,but	when	toponym=ABL	go=ACC	REM-RT_EXT-start-IV.NPL	to	toponym	swamp=ALL	REM-RT_EXT-AUX	there=LOC	grassfire=ABL=LOC	a	deer=ACC	torch	bright=INS	REM-3NDU.P-grab,"But when I started to walk from Duboläpläp to Ur, I got to the swamp, and there from out of the burned grass, I caught one deer with my torch light.",conj.	conj.	pn.	<Not Sure>	v.	n. cl.	vi.	prep.	pn.	n.	n. cl.	aux.	adv. dem.	n. cl.	n.	n. cl.	n. cl.	indefinite article	n.	n. cl.	n.	adj.	n. cl.	vt.,1,			alle-abl		de-acc					we-all					att-abl	me-loc			de-acc			alle-ins	,,be	angde	Dubolläplläp=alle	ibi=de	g-o-kam-am	do	Ur	tawa=e	g-o-g	däd=me	kullkull=att=me	ttongo	ddia=de	tos	indrang=alle	d-ä-llädäd,,"But when I started to walk from Duboläpläp to Ur, I got to the swamp, and there from out of the burned grass, I caught one deer with my torch light.",but	when	toponym		go		start.rem.1|2sgS	to	toponym	swamp		aux.rem.1|2sgS	there=loc		burned grass			a	deer		torch	bright		catch.rem.1|2sgA>3sgP,,aaed8419-3dfb-49d7-bedd-55d8589cca90,			2	2		12	1			1							1					1	1,,,coord.	adv.	pn.		vi.	n. cl.	v.:TM + Patient-vi.:Any-vt.  (IV)-v.:Any	prep.	pn.	n.	n. cl.	v.:TM + Patient-vi.:Any-aux.	dem.	n. cl.	n.	n. cl.	n. cl.	indefinite article	n.	n. cl.	n.	mod.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (I),conj.	conj.	pn.	<Not Sure>	v.	n. cl.	vi.	prep.	pn.	n.	n. cl.	aux.	adv. dem.	n. cl.	n.	n. cl.	n. cl.	indefinite article	n.	n. cl.	n.	adj.	n. cl.	vt.,3.1,,"Be angde Dubolläplläp alle ibi de gongkam do Ur, tawa we gog, dädme kullkull att me ttongo ddia de tos indrang alle dälläd. ",,ende1246aa,WORD_ALIGNED,"{""ABL"": ""ablative"", ""ACC"": ""accusative"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""NPL"": ""nonplural"", ""ALL"": ""allative"", ""AUX"": ""auxiliary"", ""LOC"": ""locative"", ""INS"": ""instrumental"", ""NDU"": ""nondual""}"
ende1246a,05,7,ende1246aa-05-we-sn011-kurupel2007-3-2,"Dibaya kälepalle danyroene, angde dowae mäse däga, ddia da dam dindugän a dägabällän.",diba=aya	kälepalle	d-a-nyäroe-ne	angde	dowae	mäse	d-ä-ga	ddia=da	dam	d-indug-än	a	d-ä-gabäll-än,that=COP.PST.SG	slowly	REM-RT_EXT-creep-IPFV	when	proximity	IMN	REM-3NDU.P-AUX	deer=NOM	then	REM-run-REM.3SG.S	and	REM-3NDU.P-stand-REM.3SG.S,"I crept slowly towards it, and when I got close, the deer ran away and stood.",cop.	v. cl.	adj.	vi.	conj.	loc.	TAM ptcl.	aux.	n.	n. cl.	adv.	vi.	conj.	vi.,2,									da-nom				,,diba=aeya	kälepalle	d-a-nyäroe-ne	angde	dowae	mäse	d-ä-g	ddia=da	dam	d-dindu-än	a	d-ä-gägabäll-än,,"I crept slowly towards it, and when I got close, the deer ran away and stood.",cop.that.pst.sgS		slow	creep.rem.npfv.1sgS	when	proximity	almost	aux.rem.1|2sgA>3sgP	deer		then	run.rem.3sgS	and	stand.rem.3sgS,,327f8a2d-3be6-4d76-8dea-c024b4062db9,			1				1		1				1,,,nom. dem.	v. cl.	adv.	v.:TM + Patient-v.:Patient-vi.  (V)-v.:(Aspect)	adv.	loc.	TAM ptcl.	v.:TM + Patient-v.:Patient-aux.	n.	n. cl.	adv.	v.:TM + Patient-vi.  (irr)-v.:TAM+Agent	coord.	v.:TM + Patient-v.:Patient-vi.  (irr)-v.:TAM+Agent,cop.	v. cl.	adj.	vi.	conj.	loc.	TAM ptcl.	aux.	n.	n. cl.	adv.	vi.	conj.	vi.,3.2,,"Dibaya kälepalle danyroene, angde dowae mäse däga, ddia da dam dindugän a dägabällän. ",	+fr. var. of												,ende1246aa,WORD_ALIGNED,"{""COP"": ""copula"", ""PST"": ""past"", ""SG"": ""singular "", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""IPFV"": ""imperfective"", ""IMN"": ""imminent"", ""NDU"": ""nondual"", ""AUX"": ""auxiliary"", ""NOM"": ""nominative""}"
